current_file,current_types,current_loc,code_reference_count_estimate,serialized_reference_count,final_action,target_owner_or_path,migration_phase,deletion_or_completion_gate,required_test_evidence,notes
Assets/_Chateau/Runtime/World/Rooms/Passages/PassageKind.cs,,8,2,0,KEEP_EXPAND,PassageKind + PassageTopologyKind,P2,All exceptional routes modeled explicitly,topology validation,No forced reciprocity for one-way/shared-return links.
Assets/_Chateau/Runtime/World/Rooms/Props/SetPieces/RoomDepthResolver.cs,,21,1,0,KEEP,Assets/_Chateau/Runtime/Game/World/House/Props/SetPieces/RoomDepthResolver.cs,P3,N/A,depth math unit tests,Pure room-local math.
Assets/_Chateau/Runtime/World/Rooms/Props/SetPieces/SetPieceView.cs,,86,1,9,KEEP_EXPAND,Assets/_Chateau/Runtime/Game/World/House/Props/SetPieces/SetPieceView.cs,P3,All applicable cutouts migrated,sort/occlusion/collision parity,Visual owner only; collision separate.
Assets/_Chateau/Runtime/World/Rooms/RoomDefinition.cs,,130,1,19,KEEP_EXPAND,Assets/_Chateau/Runtime/Game/World/House/Rooms/RoomDefinition.cs,P2,All 19 rooms canonical,room definition validation,All 19 stable room identities and scene-truth backgrounds are authored; 11 have canonical scene RoomViews and eight remain passive data until their dedicated room/navigation slices. Group10 GEH/GEH Rear is next.
Assets/_Chateau/Runtime/World/Rooms/RoomView.cs,,46,1,11,KEEP_EXPAND,Assets/_Chateau/Runtime/Game/World/House/Rooms/RoomView.cs,P3,Owns root activation without legacy compatibility,room visibility/re-entry,"Slice 2.2-09 adds the authored Chapel RoomView; the 11 current views never rewrite descendant renderers or transforms. Target RoomViewService ownership and legacy-compatibility deletion remain future gates; Group10 GEH/GEH Rear is next."
Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs,Chapter1ArrivalController,6540,37,1,FACADE_EXTRACT_THEN_DELETE,Chapter1Controller + Chapter01 Beats,P5,All behavior in beats/services and zero refs,full Chapter 1 PlayMode trace,"Slice 1.4 removes the competing clock-polling fallback; the remaining 6,540-line god controller must disappear through the Chapter 1 beat slices."
Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1CoatPickup.cs,Chapter1CoatPickup,245,19,0,REPLACE_THEN_DELETE,CoatInteraction + CoatServiceBeat objective,P5,Physical interaction emits typed event and zero refs,coat flow,Separate Game prop from Story requirement.
Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1InteractionHUD.cs,Chapter1InteractionHUD,156,4,1,REPLACE_THEN_DELETE,Story/Presentation/UI/ChapterHUDView,P6,Authored view and zero refs,Chapter 1 HUD,One reusable chapter/objective HUD.
Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1SceneAction.cs,Chapter1SceneActionType | Chapter1SceneAction,528,13,2,REPLACE_THEN_DELETE,Typed world interactions + Story interaction requirements,P5,All serialized actions migrated and zero refs,front door/closet interactions,No action enum coupled to controller.
Assets/_Chateau/Scripts/Chapter/Chapter01/GuestArrivalConfig.cs,GuestArrivalConfig | GuestArrivalState,146,13,0,CONVERT_DATA_MOVE,Data/Story/Chapter01/ArrivalDefinition,P5,All configs stable-ID based,arrival schedule/data validation,"Data, not runtime state owner."
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2Controller.cs,Chapter2Phase | Chapter2Controller,1246,30,1,REWRITE_IN_PLACE_OR_REPLACE,Chapter2Controller coordinating StoryBeatBase instances,P5,No duplicate phase owner; controller only orders beats,full Chapter 2 trace,May preserve file/GUID while reducing drastically.
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestFindAction.cs,Chapter2GuestFindAction,397,36,0,REPLACE_THEN_DELETE,GuestInteraction + GuestSearchBeat objective,P5,All guest find interactions migrated,guest search interaction,Physical actor interaction belongs to Game.
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs,Chapter2GuestPanicController,2814,9,1,EXTRACT_BEAT_THEN_DELETE,PanicAndScatterBeat,P5,Actor behavior delegated and zero refs,panic/scatter sequence,Beat coordinates only.
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestSearchController.cs,Chapter2GuestSearchController,2742,15,1,EXTRACT_BEAT_THEN_DELETE,GuestSearchBeat,P5,ActorRegistry and objectives own data; zero refs,search completion and dialogue,No global actor lookup.
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2InteractionHUD.cs,Chapter2InteractionHUD,1104,8,1,REPLACE_THEN_DELETE,ChapterHUDView / ObjectiveHUDView,P6,Reusable authored HUD and zero refs,Chapter 2 HUD,No runtime construction.
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2MonsterStingerController.cs,Chapter2MonsterStingerController,794,8,1,EXTRACT_BEAT_THEN_DELETE,MonsterStingerBeat,P5,Beat uses typed services and zero refs,monster stinger audio/camera/overlay,No presentation discovery.
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2PanicAnimationLibrary.cs,Chapter2PanicAnimationLibrary | Chapter2PanicCharacterAnimation | Chapter2PanicRoster,196,40,1,CONVERT_DATA_MOVE,Data/Game/Actors/Animation/ActorAnimationProfile + Chapter02 definition,P4/P5,All stable actor IDs mapped,panic animation lookup,Data only.
Assets/_Chateau/Runtime/Core/Contracts/IDs/StableIds.cs,StableIdRules | RoomId | PassageId | ActorId | ChapterId | BeatId | ObjectiveId,321,5,0,KEEP,Assets/_Chateau/Runtime/Core/Contracts/IDs/StableIds.cs,P1,N/A,StableIdentityContractTests exact 12/12 plus typed definition and StoryBeat compatibility and cold-start smoke,Canonical typed identity contracts; existing serialized string storage remains unchanged.
